,name,artist,cluster
7592,Free,Deniece Williams,5
7593,Via Chicago,Jeff Tweedy,5
7594,Dawned On Me,Jeff Tweedy,5
7595,Sky Blue Sky,Jeff Tweedy,5
7596,Eleanor Rigby,Tété,2
7597,I'm Your Puppet,James & Bobby Purify,9
7598,Goodie Bag,Still Woozy,2
7599,Night People,Allen Toussaint,6
7600,Conundrum,Hak Baker,2
7601,August,Baxter Dury,1
7602,Go Honey,LUWTEN,5
7603,Tom de Alegria - Acústico,Zaíra,2
7604,Euphrates,The Main Ingredient,2
7605,It's Good To Be The King,Magic In Threes,10
7606,Go As You Are,Curtis Harding,1
7607,Time,Lee Fields & The Expressions,7
7608,Bang Bang Rock Steady,Tomorrow's Children,8
7609,Ain't Nobody (Loves Me Better) - Acoustic,Jasmine Thompson,5
7610,I Just Want To Make Love To You - Single Version,Etta James,2
7611,Back to Me,Moonchild,3
7612,Heart On My Sleeve,Gallagher And Lyle,6
7613,For Corners,Digable Planets,0
7614,P.C.H. (One More Mile),Orgone,8
7615,Craving,Matt Woods,5
7616,Let Yourself Go,Syl Johnson,4
7617,Don't Think Twice It's Alright,Ted Lennon,5
7618,Dreams Tonite,Alvvays,4
7619,You Rewind,Jamie Lidell,2
7620,Fool For You,Snoh Aalegra,7
7621,W-O-M-A-N,Etta James,2
7622,John the Gun,Hiss Golden Messenger,8
7623,Imik si mik - Remastered Version,Hindi Zahra,2
7624,Off the Wall,Little Walter,8
7625,Riptide - Live From London,Gossling,4
7626,Come Rain or Come Shine,James Ray,2
7627,Itty Bitty Pieces,James Ray,2
7628,Understand It (Pon da Phone) [feat. Kelvin Wooten],Kendra Foster,4
7629,Mawarniha Tartit,Tamikrest,10
7630,Georgia On My Mind,Maceo Parker,7
7631,Lihue,Nohelani Cypriano,2
7632,Love's a Stranger,Warhaus,8
7633,Make It Wit Chu,Olivier Libaux,2
7634,I Can Only Think of You,Gwen McCrae,9
7635,Money,LEISURE,10
7636,Moonshine Freeze,This Is The Kit,2
7637,All Written Out in Numbers,This Is The Kit,4
7638,Ain't Too Proud To Beg,The Temptations,1
7639,Say So,Ady Suleiman,3
7640,Sagittarius by Moonlight,The Olympians,10
7641,Don't Wake Me,Moonchild,2
7642,Iron Man,El Michels Affair,10
7643,Shine,Benjamin Francis Leftwich,2
7644,Now That We Found Love,The O'Jays,1
7645,Silence - Radio Edit,Hindi Zahra,1
7646,Sink into the Floor,Feng Suave,2
7647,Snow,Angus & Julia Stone,6
7648,The Day The Earth Stole Heaven,Nine Horses,7
7649,Prayer Meetin',Willie Mitchell,10
7650,Trouble With My Lover,Betty Harris,9
7651,Stolen Dance,Twin Bandit,2
7652,My World Is Empty Without You,Barbara McNair,5
7653,Underneath The Same Stars,Emil Landman,5
7654,Not The Lovin' Kind,Lee Hazlewood,5
7655,These Boots Are Made For Walking,Lee Hazlewood,6
7656,Show the Way,Moonchild,2
7657,We Are Never Apart,Nick Mulvey,2
7658,Wednesday Morning Atonement,Curtis Harding,8
7659,Boss Clock Me Style - Radio Edit,The Hempolics,1
7660,Vinyl Collection,Desmond Myers,4
7661,Joy In Repetition,Keziah Jones,6
7662,O Vai,Vaiteani,5
7663,Barley & Grape Rag,Rory Gallagher,2
7664,Goodbye Nola,Orgone,9
7665,Black Byrd,Donald Byrd,0
7666,Them Girls,Lee Hazlewood,2
7667,Falling (feat. Okay Kaya),Vera,2
7668,Fork In The Path,Life on Planets,0
7669,St. James Infirmary,James Ray,2
7670,I've Got My Mind Set on You,James Ray,2
7671,Mainstreet,Bob Seger,8
7672,WEIGHT OFF (feat. BADBADNOTGOOD),KAYTRANADA,10
7673,Alone Together,LEISURE,6
7674,Always There When I Need You,Salt Cathedral,4
7675,Ashes to Ashes,Warpaint,1
7676,B a noBody,SOAK,5
7677,I Pity The Fool - Single Version,"Bobby ""Blue"" Bland",7
7678,Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",1
7679,Black Water - Single Version,The Doobie Brothers,5
7680,Hey Hey,Eckhardt,5
7681,There Can Be Only One,Cass McCombs,2
7682,One Step Ahead,Aretha Franklin,5
7683,Blowback,Galimatias,4
7684,Girl Like You,Toro y Moi,8
7685,It's My House,Diana Ross,1
7686,Broken Record,Alex Ebert,8
7687,Only A Fool Would Say That,Steely Dan,2
7688,Chateau,Angus & Julia Stone,10
7689,Super Rich Kids,Sly5thAve,10
7690,Regret,Jeb Loy Nichols,10
7691,Dancing in the Dark,Lauren O'Connell,6
7692,Baby Your Light Is Out,Young-Holt Unlimited,5
7693,More Than Muscle,Luke Temple,2
7694,How Do I Get There?,Don Bryant,2
7695,End Song,Hampshire & Foat,10
7696,Givin Up - Radio Edit,Hairy Diamond,8
7697,Somebody New,Mr Jukes,2
7698,From Golden Stars Comes Silver Dew,Mr Jukes,9
7699,Serve This Royalty,Cody Chesnutt,9
7700,Heart of Grass,Silk Rhodes,7
7701,How Soon The Dawn,Jake Bugg,2
7702,Lonely (feat. Lorine Chia),Jamila Woods,4
7703,Stellar,Jamila Woods,2
7704,Here If You Want (Pale Blue),MOSSS,10
7705,Hurt You First,Niia,3
7706,I Dare You,The xx,4
7707,Seasons Run,The xx,4
7708,I'm Gonna Change,Geater Davis,7
7709,I'm the Moon,Spooky Mansion,2
7710,I've Got a Feelin',Macy Todd,7
7711,River,Ibeyi,3
7712,Slabo Day,Peter Green,10
7713,J'ai retrouvé mon mojo,Anaïs,1
7714,Aguas De Marco,João Gilberto,5
7715,Never Going Home,Hazel English,8
7716,Language,Paperboy Fabe,9
7717,Anchi Bale Game,Admas,6
7718,One Evening,Feist,6
7719,Lose My Cool - Franc Moody Remix,Amber Mark,1
7720,I Can Hold My Own,Geater Davis,7
7721,St. James Infirmary,Geater Davis,7
7722,Sweet Woman's Love,Geater Davis,7
7723,Supreme,Mop Mop,4
7724,Feather,Little Dragon,10
7725,Opposite House,Cass McCombs,8
7726,Rosegarden,The Three Degrees,1
7727,How Come You Never Go There,Feist,7
7728,Mr. Minister Great,Júníus Meyvant,8
7729,Have You Heard Anything from the Lord Today,Cody Chesnutt,7
7730,Nerve,Jordan Rakei,1
7731,Ways,Ruby the RabbitFoot,2
7732,Mother In Law,Ernie K-Doe,2
7733,The Prettiest,Adna,6
7734,Nothing Burns Like The Cold,Snoh Aalegra,4
7735,Nothing Takes The Place Of You,Toussaint McCall,5
7736,Lose It,Oh Wonder,5
7737,Diana by My Side,The Olympians,10
7738,Cumbia Espacial,Ondatrópica,10
7739,Day Is Done,JOHAN,9
7740,Please,Rhye,5
7741,Louisiana,Percy Mayfield,2
7742,Prime Chops,Saine,0
7743,White Noise,Lauren O'Connell,5
7744,Up on the Roof,Ralfi Pagan,2
7745,No Soy De Ti,Ralfi Pagan,5
7746,"Real Love, No Shade",Roman GianArthur,8
7747,Needle and a Knife,Tennis,1
7748,Selfish Love,Jessie Ware,2
7749,Don't Dream It's Over,Sarah Blasko,5
7750,Should I Take You Home,Sunny & The Sunliners,8
7751,Slacks,St. South,2
7752,Slow Down,Art Feynman,10
7753,Fade Into You,Mazzy Star,7
7754,Sober,Elli Ingram,4
7755,Soothing,Laura Marling,2
7756,Dancing in the Moonlight (Its Caught Me in Its Spotlight) - Recorded at Spotify Studios NYC,alt-J,5
7757,One Time,Marian Hill,3
7758,Coffee,Sylvan Esso,4
7759,It's Been Done,Angela McCluskey,4
7760,U And Me - Leisure Remix,M.I.L.K.,6
7761,Wandering Star,Quantic,1
7762,Californian Light,Childhood,1
7763,Mr. White,Khruangbin,10
7764,Let Me Get There,Hope Sandoval & The Warm Inventions,0
7765,Ripped Open By Metal Explosions,Galt MacDermot,10
7766,Duffer in F (Version 2),Galt MacDermot,10
7767,Holiday,Roy Ayers,0
7768,Wasting Breath - Radio Edit,Julia Biel,4
7769,We the Common (For Valerie Bolden),Thao,4
7770,Kindness Be Conceived,Thao,6
7771,Just Another Guy - Instrumental Version; 2005 Remastered Version,Peter Green,10
7772,Carry My Love - 2005 Remastered Version,Peter Green,6
7773,Steely Dad,Drug Cabin,1
7774,You're the Wave,Spooky Mansion,8
7775,Imogen,Nick Mulvey,4
7776,Believe,Benjamin Booker,8
7777,Rise Up,The Skints,9
7778,Lauren,Men I Trust,2
7779,Come See Me,Jeb Loy Nichols,4
7780,Never Too Much,Jeb Loy Nichols,2
7781,A Grain of Salt,Mike Irish,1
7782,Hurtin,Toulouse,7
7783,Cooks,Still Woozy,4
7784,Cuetrigger,Hanreti,2
7785,Mirage,Toro y Moi,1
7786,You Can't Rush The Funk,Mocky,4
7787,"Go Down, Moses",Framix,6
7788,Neptune,The Olympians,10
7789,Apollo's Mood,The Olympians,10
7790,Too Late,Ralfi Pagan,2
7791,"Brother, Where Are You?",Ralfi Pagan,2
7792,Gotta See Her Tonight,Peter Green,9
7793,Shaman,Morse,10
7794,All On Me,Imperial Daze,1
7795,It Wasn't Me,Shaggy,1
7796,Angel Dust,Gil Scott-Heron & Brian Jackson,6
7797,Artibella,Ken Boothe,3
7798,Artibella (feat. Ken Boothe),Inna De Yard,2
7799,Summer Days,Rhye,2
7800,Black and Blue - Pat Van Dyke Remix,Benny Sings,6
7801,Sail Away,October London,1
7802,Oye Bien,Chico Mann,1
7803,Hard to Love (feat. Jessie Reyez),Calvin Harris,1
7804,Miss You,Etta James,7
7805,Sad Nile (feat. Hailu Mergia),The Polyversal Souls,6
7806,Inner City Blues,Sly Dunbar,6
7807,Whole Lotta Love,The Dynamics,10
7808,And The Sea,Poolside,10
7809,Strobe Light,Little Dragon,6
7810,Ready or Not Here I Come (feat. Nichola Richards),Ambassa,1
7811,Clear As Water feat. Bajka,Una Mas Trio,4
7812,The Truth,Precious Bryant,5
7813,Move Upstairs,The Como Mamas,2
7814,Do Whatchu Want To Me,NoMBe,4
7815,Candy Wrappers,Summer Salt,2
7816,Oh Devil (feat. Devin Di Dakta) - Radio Edit,Electric Guest,6
7817,Unconditional,Nick Mulvey,1
7818,Summertime,Toussaint McCall,2
7819,Bedroom,Litany,8
7820,Keep On Pushing,The Impressions,7
7821,Freedom for a Change,Gizmo Varillas,2
7822,Gotta Getaway,Gizmo Varillas,2
7823,Al Caminar,Gizmo Varillas,2
7824,Feel the Need in Me,The Detroit Emeralds,6
7825,Groovin',The Young Rascals,2
7826,Talking About My Baby,The Impressions,2
7827,Keeping It Together,Dirty Nice,4
7828,I Won't Be There,Skinshape,0
7829,Lift Off,Garren Sean,6
7830,Let's Forget What I Said,Wally Tax,7
7831,Check It All Out,Black Heat,0
7832,Old Soul,XamVolo,6
7833,Quit It,Miriam Makeba,2
7834,The End of the World,Sharon Van Etten,7
7835,Spoonful,Benjamin Booker,2
7836,Speaking of Happiness,Waterstrider,5
7837,Love Hurts,Grandaddy,5
7838,Who's Lovin' You,Kelis,10
7839,Unchained Melody,Norah Jones,7
7840,Reconfiguration,Other Lives,4
7841,So Young,Portugal. The Man,2
7842,Smiling Faces,Marta Ren & The Groovelvets,4
7843,Sympathy,Rare Bird,5
7844,Easy to Come Home,Dojo Cuts,2
7845,Times We Had,SG Lewis,1
7846,The Shadow of Your Smile,Jack McDuff,5
7847,WAKE Me Up,Elvis Costello And The Roots,6
7848,Teacher,Gyedu-Blay Ambolley,0
7849,Better,Lil Yachty,6
7850,Give a Little Love,Gizmo Varillas,10
7851,Zimba Ku,Black Heat,6
7852,No Rasta,Starfish,6
7853,Typical Guy,Dafuniks,6
7854,Running Away - Winta James Mix,Ady Suleiman,8
7855,Wait for You - Acoustic,Ady Suleiman,2
7856,Let's Dance,Grandmagneto,10
7857,Lost and Found,The Cosmic Carnival,6
7858,I Believe (In No Religion),Sjako!,4
7859,It Isn't Gonna Be That Way,Steve Forbert,5
7860,Blue As a Man Can Be,Jay Roy,5
7861,White Lines (Don't Do It),Barefoot,2
7862,Belong,San Fermin,8
7863,A Change Is Gonna Come,Roy Redmond,7
7864,Good Day Sunshine,Roy Redmond,8
7865,In the Mood,Tyrone Davis,4
7866,It's Too Late - Single Version,The Isley Brothers,2
7867,Can I Change My Mind,Tyrone Davis,1
7868,Lost Baggage,Kinny,2
7869,It's A Pleasure,Sheree Brown,2
7870,You Think I Don't Know (But I Know),Charles Bradley,6
7871,Close To You,Victor Jozef,8
7872,Concrete Reservation,Syl Johnson,8
7873,Nappy Dugout,Funkadelic,8
7874,Everything I Am Is Yours,Villagers,2
7875,Queen Of The Minstrels,Mr Day,1
7876,Make a Change,Durand Jones & The Indications,8
7877,Dusty Eyes,Bedouine,7
7878,Electric Feel,Henry Green,7
7879,Hora da Decisão,Criolo,2
7880,Kanou,Fatoumata Diawara,2
7881,Sowa,Fatoumata Diawara,6
7882,Kele,Fatoumata Diawara,7
7883,She Won't Go Away,Faye Webster,4
7884,Alright,Unforscene,10
7885,"Hey, That's No Way to Say Goodbye",Roberta Flack,5
7886,We Ain't Feeling Time,FKJ,4
7887,I Want To Be Free,Ohio Players,0
7888,Gold Angel,Minke,10
7889,Golden Cage,Nilüfer Yanya,2
7890,Abandoned Flesh,The Mountain Goats,7
7891,In Your Life,Lord Echo,10
7892,Can You Find the Time?,Champaign,6
7893,How The West Was Won,Peter Perrett,1
7894,Desire,Kinny,1
7895,Sleeping on the Blacktop,Colter Wall,5
7896,Dark Horizon,NZCA LINES,1
7897,Romeo's Tune,Steve Forbert,1
7898,Sorriu Para Mim,João Gilberto,5
7899,Johnny It's the Last Time,Raveena,4
7900,Let's Go Away,Eckhardt And The House,2
7901,Light That Ever,Michael Nau,10
7902,Insatiable (feat. Natasha Watts),Omar,6
7903,Can You Get to That,Funkadelic,1
7904,Little Jean Jacket,Max Jury,5
7905,Home,Max Jury,4
7906,Song for Zula,Phosphorescent,10
7907,Holy D.,Natalia Doco,2
7908,Pressure,Aaron Childs,3
7909,Movin',"Eli ""Paperboy"" Reed",9
7910,You're No Good,Betty Everett,9
7911,Firecracker,Frazey Ford,2
7912,Venus,The Olympians,7
7913,Showdown,Electric Light Orchestra,2
7914,M.I.R.I.A.M,Orelha Negra,10
7915,Mr Chicken,Deluxe,6
7916,Do It Again,Lady Wray,1
7917,"I Play The Kora (feat. Rokia Koné, Mamani Keita, Nneka, Kandia Kouyaté, Mariam Doumbia)",Les Amazones d'Afrique,3
7918,Tite jeanne,The Bongo Hop,1
7919,Pains,Silk Rhodes,7
7920,Simple Days,Button Eyes,4
7921,Soul Run,Tanika Charles,1
7922,I'll Stay,Funkadelic,8
7923,Stayin' Alive,Say Lou Lou,1
7924,Sticky Icky,Theo Lawrence,1
7925,Make Me Believe in You,Curtis Mayfield,1
7926,Different Strokes,Bobby Hebb,6
7927,Thinking Of A Place,The War On Drugs,0
7928,One More Love Song,Mac DeMarco,5
7929,Ganas de ti,Jorge Drexler,5
7930,Honeycomb,Kadhja Bonet,2
7931,Vistas,Tuarrah,4
7932,Way Back,TLC,6
7933,Water In A Desert,Charlie Dée,4
7934,Inside,Skinshape,8
7935,Go On,Snoop Dogg,3
7936,Disco Hi Life,Orlando Julius,0
7937,Summer,Skinshape,1
7938,All That Is You,Me and My Friends,9
7939,One Heart (Sherwood Absolut Dub Mix),ALA.NI,6
7940,Low to the Street,Lord Echo,10
7941,Superstar,Hollie Cook,6
7942,Show me where the bullets go,Orlando,8
7943,Come Together,Syl Johnson,6
7944,Ali D,Winston Surfshirt,6
7945,For What It's Worth,Sergio Mendes & Brasil '66,8
7946,Enjoy Your Life,Oby Onyioha,6
7947,Qui es-tu?,Poom,1
7948,Don't Drop Me,Jeb Loy Nichols,1
7949,Everything I Own,Ken Boothe,6
7950,Pour la vie,Voilaaa,6
7951,Dubbin Out,Desmond Cheese,10
7952,Following The Sun,M.I.L.K.,9
7953,Just Do You,Lord Echo,6
7954,Woah! There's No Limit,Lord Echo,10
7955,Thinking of You,Lord Echo,0
7956,Romeo's Tune,Steve Forbert,2
7957,Chelsea Morning,Sergio Mendes & Brasil '66,8
7958,Till The Sun Comes Up,Jack and the Weatherman,4
7959,"Fragments - From The Film ""The Smog Of The Sea""",Jack Johnson,2
7960,Numb,Max Jury,4
7961,Reggae Makossa,Manu Dibango,0
7962,Flow with It (You Got Me Feeling Like),St. Paul & The Broken Bones,1
7963,Drop Your Guns,Thievery Corporation,6
7964,Babylon Falling,Thievery Corporation,6
7965,Road Block,Thievery Corporation,6
7966,Strike the Root,Thievery Corporation,6
7967,Thief Rockers,Thievery Corporation,6
7968,Letter to The Editor,Thievery Corporation,3
7969,I Wish You Were Here,Alpha Blondy,6
7970,"Pepita, Queen of the Animals",Vadoinmessico,4
7971,Teeo,Vadoinmessico,4
7972,Blue And Green - Edit,Van Morrison,4
7973,Every Night,Jon and Roy,7
7974,The First Thing I Do in the Morning,Joyce Williams,2
7975,Don't Wait Too Long,Madeleine Peyroux,2
7976,The Thrill Is Gone,B.B. King,4
7977,Drink Dat,Thundercat,4
7978,Simply Are,Papooz,6
7979,Bein' Green,Van Morrison,7
7980,To Move On,Alex Izenberg,7
7981,Mildenhall,The Shins,2
7982,Banana Pancakes,Jack Johnson,2
7983,"It's Not You, It's Here",Alekesam,6
7984,Hands of Time,Kraak & Smaak,4
7985,Tu Es Le Soleil De Ma Vie,Sacha Distel,2
7986,I'll Never Love,Michael Kiwanuka,4
7987,Love & Hate - Alternative Radio Mix,Michael Kiwanuka,8
7988,Shimbalaiê,Maria Gadú,2
7989,Montreux Sunrise,The Elder Statesman,4
7990,Exception To The Rule,Mocky,4
7991,NATURALLY,Amir Obe,6
7992,Long Lonely Road,Valerie June,5
7993,Astral Plane,Valerie June,5
7994,Mon ami d'en haut,JP Nataf,4
7995,Ribbons,Club Kuru,8
7996,The Bronx,Booker T. Jones,4
7997,Repeat,Allan Rayman,5
7998,Every Day I Have the Blues,B.B. King,2
7999,Say a Little Prayer - Live,Lianne La Havas,9
8000,Dream,Dan San,10
8001,Starting All Over Again,Mel & Tim,2
8002,Starship Bahia,Adrian Sherwood,10
8003,Tell Me What You're Made Of - Radio Edit,GOSTO,4
8004,Low Maintenance (Khüdósoul & Flamingosis),Khüdósoul,10
8005,Velvet Gloves & Spit,Timber Timbre,4
8006,In The Rain,The Dramatics,8
8007,Memoir - Live at RAK,Villagers,5
8008,Moving On and Getting Over,John Mayer,2
8009,Still Feel Like Your Man,John Mayer,6
8010,When Will They Learn - Radio Edit,Liam Bailey,6
8011,Be Thankful for What You Got (Pt. 1 & Pt. 2),William DeVaughn,0
8012,Land of Sea and Sun,The Paragons,2
8013,When the Lights Are Low,The Paragons,2
8014,On the Beach,The Paragons,8
8015,The Tide Is High - Stereo Version,The Paragons,9
8016,Left With a Broken Heart,John Holt,2
8017,Canto De Ossanha,Jurassic 5,10
8018,Blem,Drake,4
8019,Passionfruit,Drake,6
8020,Cler Achel,Tinariwen,1
8021,A Conta Do Samba,Tita Lima,1
8022,That Beat,Amy LaVere,4
8023,Another Way,Ten Fé,4
8024,Apocalypse,Cigarettes After Sex,4
8025,Something's Going On,Lambchop,10
8026,Taro,alt-J,5
8027,Be About You,Winston Surfshirt,4
8028,Be Alright,Aaron Taylor,3
8029,Hark,Tom Misch,10
8030,Wade Green,Berhana,5
8031,Sweet Va Breeze,DRAM,7
8032,Pretty Little Thing,Fink,2
8033,All Cried Out,Fink,2
8034,Bloom,Lou Berry,2
8035,Blue Sky,Lou Berry,5
8036,California Girls - NoMBe VS Sonny Alven,NoMBe,2
8037,Calm Down,J. Bernardt,8
8038,Crazy Dream,Tom Misch,4
8039,Crystal Blue Persuasion,Tommy James & The Shondells,4
8040,Mil pasos (feat. Antoine Essertier),Soha,6
8041,Knock on Wood,cehryl,5
8042,DGAF,Noah Slee,4
8043,Didn't I,Max Pope,8
8044,This Is The Thing,Fink,7
8045,Stay,Mac Miller,9
8046,Plain Gold Ring - Mop Mop Rework,Mop Mop,4
8047,That's Alright Mama,"Arthur ""Big Boy"" Crudup",2
8048,Duvet,Jordan Raf,4
8049,Down Home Blues,Z.Z. Hill,7
8050,Sweet Dreams,Térez Montcalm,7
8051,Duel Of The Iron Mics,El Michels Affair,10
8052,C.R.E.A.M.,El Michels Affair,10
8053,Uzi (Pinky Ring),El Michels Affair,10
8054,Heaven & Hell,El Michels Affair,10
8055,Cherokee,Kamasi Washington,0
8056,"Trouble, Heartaches & Sadness",Ann Peebles,8
8057,You Already Know,Bombay Bicycle Club,5
8058,Didn'T I Say,Tim Hutton,6
8059,High & Dry feat. Bilal,Pete Kuzma,9
8060,Little Bump,Fink,7
8061,Boneyard,Fink,7
8062,Keep Myself Alone Now,Fink,6
8063,The Florist,Nilüfer Yanya,4
8064,For I Know,Saux,6
8065,Free (feat. Corinne Bailey Rae),Marcus Miller,4
8066,People Are Strange - New Stereo Mix,The Doors,2
8067,I've Got a Woman,Ray Charles,8
8068,Golden Ticket,Yori,5
8069,Tonight Will Be Fine,Amy LaVere,2
8070,High,Little Dragon,2
8071,Home Soon,DOPE LEMON,1
8072,Marinade,DOPE LEMON,1
8073,Neon Lights,DOPE LEMON,10
8074,Lovers Left to Die,DOPE LEMON,10
8075,Playing for You,Joe Hertz,4
8076,Human,Rag'n'Bone Man,3
8077,"I'm Gonna Love You Just a Little More, Baby",Kellee Patterson,6
8078,What They Do,The Roots,6
8079,Rise,Richard Earnshaw,4
8080,Iron Man,El Michels Affair,10
8081,The Game,Gabriel Garzón-Montano,6
8082,Can We Pretend,Bill Withers,5
8083,Kemosabe,NoMBe,8
8084,Ladies Don’t Play Guitar,Tennis,1
8085,Over 'N’ Above,Soft Machine,0
8086,Still Thinking of You,Steve Parks,7
8087,High Shelf Booze,Eilen Jewell,2
8088,Yerba Buena Bump,Tommy Guerrero,10
8089,Viva Tirado,El Chicano,10
8090,Liquid Sunshine,Biga*Ranx,3
8091,This Song's for You - Alt Mix,El Michels Affair,10
8092,Blind Love,El Michels Affair,8
8093,Arrow,Grapell,8
8094,To Be With You,José James,4
8095,Mahalia,Mahalia,3
8096,All That Glitters,Death In Vegas,10
8097,Loco's Lament,Tommy Guerrero,10
8098,Pieces,Bonobo,4
8099,Not Always,Ama Lou,8
8100,One Of These Hearts,Benny Sings,5
8101,Under the Cherry Moon,Prince,7
8102,Do U Lie?,Prince,5
8103,Sometimes It Snows in April,Prince,5
8104,Moon Shower,MY BABY,4
8105,Haunt Me,MY BABY,2
8106,I Remember You,Eilen Jewell,4
8107,La Califas Perdido,Tommy Guerrero,8
8108,I Wish,Tom Misch,6
8109,Easy Money,Rickie Lee Jones,5
8110,That's All Right,"Arthur ""Big Boy"" Crudup",9
8111,Mean Old Frisco Blues - Remastered 2003,"Arthur ""Big Boy"" Crudup",5
8112,Saved,Khalid,6
8113,Love Potion No. 9 - Mono,The Searchers,1
8114,Always This Way,Laura Marling,5
8115,Sheep,Mt. Joy,4
8116,So Far To Go,J Dilla,4
8117,Starfish and Coffee,Prince,8
8118,Slow Love,Prince,5
8119,Forever in My Life,Prince,6
8120,If I Was Your Girlfriend,Prince,6
8121,Betta Must Come,QQ,3
8122,Gagut,Hypnotic Brass Ensemble,7
8123,Seer,Hypnotic Brass Ensemble,10
8124,Zenith,Hypnotic Brass Ensemble,10
8125,I Don't Know,Bill Withers,5
8126,Would It Be Impossible,The Superimposers,4
8127,Tearz (45 Mix),El Michels Affair,6
8128,Vancouver Time,Leif Vollebekk,5
8129,All Night Sedans,Leif Vollebekk,5
8130,Elegy,Leif Vollebekk,2
8131,Volte Sempre,Nina Becker,6
8132,Wait,NoMBe,4
8133,Svart blod,Lasse Wellander,6
8134,Wild Fire,Laura Marling,7
8135,Yellow Moon,The Neville Brothers,6
8136,Mean It In The Morning,Loyle Carner,3
8137,Damselfly,Loyle Carner,3
8138,Living in the City,Hurray For The Riff Raff,1
8139,Walk Right Up,Ladi6,6
8140,Shakin' All Over,Eilen Jewell,1
8141,Loving You Baby,The Young Punx,1
8142,Colours,Tim Hutton,4
8143,Le Café bleu,Soha,1
8144,O Sol (feat. Tita Lima),The Echocentrics,1
8145,Into the Ether,Leif Vollebekk,5
8146,Feel It Still,Portugal. The Man,1
8147,Blood Money,Protoje,1
8148,Everlasting Light,The Black Keys,1
8149,Tighten Up,The Black Keys,9
8150,The Only One,The Black Keys,4
8151,The Fun Lovin' Criminal,Fun Lovin' Criminals,8
8152,The Grave And The Constant,Fun Lovin' Criminals,6
8153,Zungguzungguguzungguzung,Yellowman,3
8154,Dark Days,Local Natives,1
8155,None Shall Escape the Judgement,Johnny Clarke,8
8156,Out of Luck,Ady Suleiman,4
8157,The Beach House,Benny Sings,9
8158,Cold Little Heart - Tom Misch Remix,Michael Kiwanuka,6
8159,Heart It Races - Cover Version,Dr. Dog,2
8160,I&I,Protoje,1
8161,Who Knows,Protoje,1
8162,Rasta Love Feat. Ky-Mani Marley,Protoje,6
8163,Really Like You,Protoje,8
8164,Try Again,Chef'Special,8
8165,1000 Watts - Radio Edit,Quantic,8
8166,501's,Fortunes.,3
8167,Man In The Moon - Live,Nils Lofgren,9
8168,All Washed Up (They Say),Dr. John,1
8169,Auburn,Brahny,2
8170,Redbone,Childish Gambino,6
8171,Baby Boy,Childish Gambino,7
8172,I Can't Stand the Rain,K's Choice,5
8173,Waves,Bahamas,4
8174,Pink + White,Frank Ocean,7
8175,Call Me Up,HOMESHAKE,2
8176,Shadow Boxing,Kevin Krauter,5
8177,Thinkin Bout You,Frank Ocean,4
8178,Chill Out (Things Gonna Change) feat. Carlos Santana,John Lee Hooker,2
8179,Serves Me Right To Suffer / Syndicator feat. Van Morrison,John Lee Hooker,7
8180,Be My Lover,Brenda Boykin,6
8181,Chocolate and Chili,Brenda Boykin,2
8182,I'll Be The Other Woman,The Soul Children,5
8183,Glory Box,John Martyn,4
8184,Blame It on the Youth,Jordan Rakei,3
8185,Ol' 55,Tom Waits,5
8186,Virginia Avenue,Tom Waits,5
8187,Come To My Door - Radio Edit,José James,4
8188,Coming Home,Leon Bridges,7
8189,Devika (Goddess),Lonnie Liston Smith and the Cosmic Echoes,8
8190,Me Minus You Equals Loneliness,Dr. John,7
8191,To Lose Someone,Taken By Trees,2
8192,Can It All Be So Simple,El Michels Affair,10
8193,The World's Smiling Now,Jim James,4
8194,In The Moment,Jim James,10
8195,Everybody Knows About My Good Thing Pt. 1,Little Johnny Taylor,6
8196,The Dream Synopsis - The Dream Synopsis EP Version,The Last Shadow Puppets,4
8197,I Think I'd Better Think About It,Betty Wright,2
8198,Keep Feelin',Betty Wright,6
8199,White as snow,The Magnolia,4
8200,John Henry,Alex Foster,5
8201,Gettin' Old,6LACK,4
8202,Look At What The Light Did Now,Flo Morrissey,1
8203,Some People Are Crazy,John Martyn,2
8204,Sweet Little Mystery,John Martyn,4
8205,Jump Sturdy,Dr. John,6
8206,Mad At The Clouds,Crash Richard,5
8207,Myenemy,Parcels,9
8208,Allaround,Parcels,1
8209,That Look You Give That Guy,Eels,2
8210,Always Waiting,Michael Kiwanuka,4
8211,I'll Get Along - Ethan Johns Session,Michael Kiwanuka,8
8212,It Serves You Right to Suffer,John Lee Hooker,7
8213,The Ballad of My Brother & Me,J.Tex,2
8214,Look Up Look Down,J.Tex,6
8215,Willin',J.Tex,5
8216,Long Lost Woman,J.Tex,7
8217,Replica,The xx,10
8218,I'll Run Your Hurt Away,Ruby Johnson,7
8219,Need Your Love So Bad,Ruby Johnson,7
8220,Come To Me My Darling,Ruby Johnson,7
8221,I'd Better Check On Myself - Take 2,Ruby Johnson,7
8222,If I Ever Needed Love (I Sure Do Need It Now),Ruby Johnson,7
8223,Good Good Love (feat. BJ The Chicago Kid),Rapsody,3
8224,"In The Morning (feat. Stephen, Caleborate)",Pell,3
8225,No Regrets,Karl Blau,10
8226,I'm A Stranger Here,Sonny Terry and Brownie McGhee,9
8227,Maybe I'll Go,Guy Davis,2
8228,Shy Boy,JD McPherson,6
8229,Grey,MALIA,7
